id,name,url,img_url,category,location,booked_counts,discount_percentage,item_count,page_count,created_dt,last_updated_dt,zeroflag
294,"Kurtos Spiroll (Gurney Paragon)",http://offpeak.my/restaurant/294/kurtos-spiroll-gurney-paragon,http://offpeak.my/assets/restaurant/294/gallery/67e630530cb945fdc639193cd15b8b50_sq.jpg,Bakery,Penang,33,20%,6,65,"2017-04-28 11:53:01","2017-04-28 11:53:01",0
298,"Ming Palace @ Corus Hotel KL",http://offpeak.my/restaurant/298/ming-palace-at-corus-hotel-kl,http://offpeak.my/assets/restaurant/298/gallery/20349413ea04c553cfe4dea707ad8fc9_sq.jpg,Chinese,"Kuala Lumpur",245,30%,4,65,"2017-04-28 11:53:01","2017-04-28 11:53:01",0
300,"Komura @ Corus Hotel KL",http://offpeak.my/restaurant/300/komura-at-corus-hotel-kl,http://offpeak.my/assets/restaurant/300/gallery/1d42a11261892a124cee04cfe460f9a5_sq.jpg,Japanese,"Kuala Lumpur",490,30%,3,65,"2017-04-28 11:53:01","2017-04-28 11:53:01",0
301,"Checkers Cafe @ Dorsett Regency KL",http://offpeak.my/restaurant/301/checkers-cafe-at-dorsett-regency-kl,http://offpeak.my/assets/restaurant/301/gallery/95c5527e6eec1486d12db0117e54defc_sq.jpg,International,"Kuala Lumpur",96,30%,2,65,"2017-04-28 11:53:01","2017-04-28 11:53:01",0
319,"Urban @ Istana Hotel",http://offpeak.my/restaurant/319/urban-at-istana-hotel,http://offpeak.my/assets/restaurant/319/gallery/8ffab256fc07ec29c6881dfdac041aa4_sq.jpg,Western,"Kuala Lumpur",10,20%,20,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
320,"Barcook Bakery Malaysia (The Gardens Mall)",http://offpeak.my/restaurant/320/barcook-bakery-malaysia-the-gardens-mall,https://s3-ap-southeast-1.amazonaws.com/offpeak/Malaysia/320/Restaurant_Gallery/58f9f19f6b667_sq.jpg,Bakery,"Wilayah Persekutuan",24,20%,3,1,"2017-04-28 11:34:13","2017-04-28 12:10:01",0
324,"Kin No Mizu (Intermark)",http://offpeak.my/restaurant/324/kin-no-mizu-intermark,http://offpeak.my/assets/restaurant/324/gallery/29a7f931314f4c4733674c2f24b117a7_sq.jpg,Japanese,"Kuala Lumpur",55,15%,19,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
328,"Beans Depot (Kelana Jaya)",http://offpeak.my/restaurant/328/beans-depot-kelana-jaya,http://offpeak.my/assets/restaurant/328/gallery/d2fa9474613f20a1aae664e4cd8b1817_sq.jpg,Café,Bistro,110,15%,17,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
329,"The Red Beanbag (Publika)",http://offpeak.my/restaurant/329/the-red-beanbag-publika,http://offpeak.my/assets/restaurant/329/gallery/fe4fa6c703a4b5e5f26e91de88a864d3_sq.png,Western,"Kuala Lumpur",2778,20%,18,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
339,"Sis & Co (Damansara)",http://offpeak.my/restaurant/339/sis-co-damansara,https://s3-ap-southeast-1.amazonaws.com/offpeak/Malaysia/339/Restaurant_Gallery/58f7308c90ee6_sq.jpg,Western,Selangor,0,25%,1,1,"2017-04-28 11:34:13","2017-04-28 12:10:01",1
340,"The Humble Pie (Section 17,PJ)",http://offpeak.my/restaurant/340/the-humble-pie-section-17pj,http://offpeak.my/assets/restaurant/340/gallery/d3fedd022f518937430b151f166748db_sq.jpg,Western,Selangor,1285,20%,16,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
343,"Fujiyama Japanese Restaurant  (Uptown)",http://offpeak.my/restaurant/343/fujiyama-japanese-restaurant-uptown,http://offpeak.my/assets/restaurant/343/gallery/168ed9b59d171448ce82a08ebcd3fd66_sq.jpg,Japanese,Selangor,894,15%,9,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
346,"Curvz Cafe @ Silka Cheras",http://offpeak.my/restaurant/346/curvz-cafe-at-silka-cheras,http://offpeak.my/assets/restaurant/346/gallery/7531b2d5690c84a8dcc33d558b90769b_sq.jpg,International,"Kuala Lumpur",39,20%,10,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
348,"Monjo Coffee (Shaftsbury Square)",http://offpeak.my/restaurant/348/monjo-coffee-shaftsbury-square,http://offpeak.my/assets/restaurant/348/gallery/39d8b8b64fa222555bbc74c6251c2e50_sq.jpg,Western,Selangor,548,20%,8,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
352,"myBurgerLab (Bandar Sunway)",http://offpeak.my/restaurant/352/myburgerlab-bandar-sunway,http://offpeak.my/assets/restaurant/352/gallery/3d5133698d831b45da060bc98e4c1c5d_sq.jpg,Burger,Selangor,2889,15%,13,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
353,"myBurgerLab (OUG)",http://offpeak.my/restaurant/353/myburgerlab-oug,http://offpeak.my/assets/restaurant/353/gallery/7c3ca33a71e861ce26cd4eb5b727188c_sq.jpg,Burger,"Kuala Lumpur",2217,15%,12,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
354,"myBurgerLab (Seapark)",http://offpeak.my/restaurant/354/myburgerlab-seapark,http://offpeak.my/assets/restaurant/354/gallery/df283141bce7fa28a89176bbc57884cf_sq.jpg,Burger,Selangor,3165,15%,11,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
356,"Pickle & Fig Cafe (TTDI)",http://offpeak.my/restaurant/356/pickle-fig-cafe-ttdi,http://offpeak.my/assets/restaurant/356/gallery/d591b6faba4198795515cdb969a3bddd_sq.jpg,Café,Bistro,838,20%,6,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
357,"Porcupine Place (Setiawalk)",http://offpeak.my/restaurant/357/porcupine-place-setiawalk,http://offpeak.my/assets/restaurant/357/gallery/771d44120661846edd89769fb684054a_sq.jpg,Fusion,Selangor,3630,10%,7,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
368,"Kinjuku (Setiawalk)",http://offpeak.my/restaurant/368/kinjuku-setiawalk,https://s3-ap-southeast-1.amazonaws.com/offpeak/Malaysia/368/Restaurant_Gallery/58ed862227638_sq.jpg,Japanese,Selangor,557,35%,6,30,"2017-04-28 11:52:31","2017-04-28 11:52:31",0
373,"Kinjuku Japanese Restaurant (C180 Cheras)",http://offpeak.my/restaurant/373/kinjuku-japanese-restaurant-c180-cheras,https://s3-ap-southeast-1.amazonaws.com/offpeak/Malaysia/373/Restaurant_Gallery/58ed8635e8281_sq.jpg,Japanese,"Kuala Lumpur",2337,35%,2,33,"2017-04-28 11:52:34","2017-04-28 11:52:34",0
376,"Checkers Cafe (Silka JB)",http://offpeak.my/restaurant/376/checkers-cafe-silka-jb,http://offpeak.my/assets/restaurant/376/gallery/f6e2141ad5ead10fbf6e8defcef9397c_sq.JPG,International,Johor,63,30%,4,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
383,"LOKL Coffee (Jln Tun HS Lee)",http://offpeak.my/restaurant/383/lokl-coffee-jln-tun-hs-lee,http://offpeak.my/assets/restaurant/383/gallery/1a81d04c9b381c544cc977f24054e074_sq.jpg,Western,"Kuala Lumpur",25,10%,3,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
384,"Twenty & Co Restaurant (Shah Alam)",http://offpeak.my/restaurant/384/twenty-co-restaurant-shah-alam,http://offpeak.my/assets/restaurant/384/gallery/092374b02abb298e5f22547ec7669276_sq.jpg,Fusion,Selangor,94,10%,2,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
386,"Polpetta Cafe Your Meatball Canvas",http://offpeak.my/restaurant/386/polpetta-cafe-your-meatball-canvas,http://offpeak.my/assets/restaurant/386/gallery/6fbe1af3a99eb7ee59d4c499fb6eaadf_sq.jpg,Fusion,Selangor,467,30%,20,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
388,"Chef Chow by D Fish (KLIA 2)",http://offpeak.my/restaurant/388/chef-chow-by-d-fish-klia-2,http://offpeak.my/assets/restaurant/388/gallery/9c495e6db0be123852d1ffc58a00c012_sq.jpg,Asian,Selangor,53,20%,1,64,"2017-04-28 11:53:00","2017-04-28 11:53:00",0
389,"Pak Long Kopitiam & Steamboat (Shah Alam)",http://offpeak.my/restaurant/389/pak-long-kopitiam-steamboat-shah-alam,http://offpeak.my/assets/restaurant/389/gallery/264ef15cb09cdf79e9614eecf39a27d1_sq.jpg,Chinese,Selangor,78,15%,19,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
393,"Good Food & Co (Jaya Shopping Centre)",http://offpeak.my/restaurant/393/good-food-co-jaya-shopping-centre,http://offpeak.my/assets/restaurant/393/gallery/7b0ad47208c78f183c9dcd3126253210_sq.jpg,Western,Selangor,1247,20%,17,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
397,"Frisky Goat Bakery Cafe (TTDI)",http://offpeak.my/restaurant/397/frisky-goat-bakery-cafe-ttdi,http://offpeak.my/assets/restaurant/397/gallery/856270adb9cfda1d8c020552f2388282_sq.jpg,Western,"Kuala Lumpur",411,15%,16,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
399,"Chemistry Cafe + Lab (Shah Alam)",http://offpeak.my/restaurant/399/chemistry-cafe-lab-shah-alam,http://offpeak.my/assets/restaurant/399/gallery/82fea7c00abb038b81ad262f8f837bc0_sq.jpg,Café,Bistro,10,20%,14,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
401,"Kelvyna Cafe (Kelana Jaya)",http://offpeak.my/restaurant/401/kelvyna-cafe-kelana-jaya,http://offpeak.my/assets/restaurant/401/gallery/5732bfefa926904ceaa210e5bab0cb52_sq.jpg,Café,Bistro,1214,20%,12,2,"2017-04-28 11:52:07","2017-04-28 11:52:07",0
403,"Jeq In The House (Section 17,PJ)",http://offpeak.my/restaurant/403/jeq-in-the-house-section-17pj,http://offpeak.my/assets/restaurant/403/gallery/08b148807186f774f66aa87594069b3d_sq.jpg,Café,Bistro,990,15%,15,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
408,"The BARN (1 Mont Kiara)",http://offpeak.my/restaurant/408/the-barn-1-mont-kiara,http://offpeak.my/assets/restaurant/408/gallery/0f83e27541362408bd8f42e628bb8dcb_sq.png,Western,"Kuala Lumpur",380,10%,9,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
418,"Coliseum Cafe (Sunway Pyramid)",http://offpeak.my/restaurant/418/coliseum-cafe-sunway-pyramid,http://offpeak.my/assets/restaurant/418/gallery/bf688f1656925847d463b2ccd48cca86_sq.jpg,Western,Selangor,555,30%,3,33,"2017-04-28 11:52:34","2017-04-28 11:52:34",0
421,"Bibiwok Nyonya Thai Cuisine (Puchong)",http://offpeak.my/restaurant/421/bibiwok-nyonya-thai-cuisine-puchong,http://offpeak.my/assets/restaurant/421/gallery/d2088a2acefde32115ca75250de0cf3b_sq.jpg,Nyonya,Selangor,375,20%,13,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
422,"Namoo Grey Korean Cafe (IOI City Mall)",http://offpeak.my/restaurant/422/namoo-grey-korean-cafe-ioi-city-mall,http://offpeak.my/assets/restaurant/422/gallery/d7e4d4f084d2f591c85be8ce761e2caa_sq.JPG,Korean,Selangor,2858,15%,11,23,"2017-04-28 11:52:25","2017-04-28 11:52:25",0
423,"Coconut House (Jaya One)",http://offpeak.my/restaurant/423/coconut-house-jaya-one,http://offpeak.my/assets/restaurant/423/gallery/95a8e77c9de1100d84894a324a1006ea_sq.jpg,Italian,Selangor,350,20%,9,8,"2017-04-28 11:52:12","2017-04-28 11:52:12",0
426,"Ori-Udon (Mid Valley)",http://offpeak.my/restaurant/426/ori-udon-mid-valley,http://offpeak.my/assets/restaurant/426/gallery/e6f28c2ad27ef182d96e8706dd1c08a4_sq.jpg,Japanese,"Kuala Lumpur",273,20%,11,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
432,"Komugi (The Main Place)",http://offpeak.my/restaurant/432/komugi-the-main-place,http://offpeak.my/assets/restaurant/432/gallery/5bbe974113faa41199b74bb8eac48c9e_sq.jpg,Bakery,Selangor,1422,50%,2,59,"2017-04-28 11:52:56","2017-04-28 11:52:56",0
434,"Milligram Cafe (Tmn Mayang)",http://offpeak.my/restaurant/434/milligram-cafe-tmn-mayang,http://offpeak.my/assets/restaurant/434/gallery/bf503517065ca423dd0fddbd2e6f814f_sq.JPG,Western,Selangor,1266,15%,8,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
439,"Carousel @ Palace of Golden Horse",http://offpeak.my/restaurant/439/carousel-at-palace-of-golden-horse,http://offpeak.my/assets/restaurant/439/gallery/00969d7c096973eca4cf65b889b81c30_sq.jpg,International,Selangor,99,30%,12,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
440,"Kin No Uma (Seri Kembangan)",http://offpeak.my/restaurant/440/kin-no-uma-seri-kembangan,http://offpeak.my/assets/restaurant/440/gallery/95b5912290afaecf485d7d5eea1a593e_sq.JPG,Japanese,Selangor,146,30%,10,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
441,"Fahrenheit 600 (Publika)",http://offpeak.my/restaurant/441/fahrenheit-600-publika,http://offpeak.my/assets/restaurant/441/gallery/c95783d9d5ef97b3c35e75cb3617f47b_sq.jpg,Café,Bistro,1014,20%,9,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
445,"Grab (Menara UOA, Bangsar)",http://offpeak.my/restaurant/445/grab-menara-uoa-bangsar,http://offpeak.my/assets/restaurant/445/gallery/bb094b8a6aab48dc4bdfaa541709bade_sq.jpg,Café,Bistro,1016,30%,5,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
448,"Chequers (TTDI)",http://offpeak.my/restaurant/448/chequers-ttdi,https://s3-ap-southeast-1.amazonaws.com/offpeak/Malaysia/448/Restaurant_Gallery/5901b0eb76f22_sq.jpg,Café,Bistro,3750,20%,20,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
451,"Frisson Coffee Bar (Uptown)",http://offpeak.my/restaurant/451/frisson-coffee-bar-uptown,http://offpeak.my/assets/restaurant/451/gallery/996d6f277d6d9e76883c4e0383b9a2a8_sq.jpg,Café,Bistro,363,20%,6,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
455,"Caffeine (Setiawalk)",http://offpeak.my/restaurant/455/caffeine-setiawalk,http://offpeak.my/assets/restaurant/455/gallery/498000b07b5dad4df69d6ff2ca60c32e_sq.jpg,Café,Bistro,332,10%,17,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
456,"Urbean (Avenue K)",http://offpeak.my/restaurant/456/urbean-avenue-k,http://offpeak.my/assets/restaurant/456/gallery/082ec86a1aa4486eb3cbfbeaf4833d46_sq.jpg,Western,"Kuala Lumpur",108,10%,18,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
460,"Fiqs Gastronomy (Subang)",http://offpeak.my/restaurant/460/fiqs-gastronomy-subang,https://s3-ap-southeast-1.amazonaws.com/offpeak/Malaysia/460/Restaurant_Gallery/58edd74114d16_sq.JPG,Fusion,Selangor,523,20%,16,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
464,"Chai Bar (Oasis Square)",http://offpeak.my/restaurant/464/chai-bar-oasis-square,http://offpeak.my/assets/restaurant/464/gallery/a701bd6066e8d4014db9c44bf4ccc6bb_sq.jpg,Fusion,Selangor,226,15%,4,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
465,"Crafe Coffee (Pantai Hospital, Penang)",http://offpeak.my/restaurant/465/crafe-coffee-pantai-hospital-penang,http://offpeak.my/assets/restaurant/465/gallery/346ea12212e375366da8ca61a3531a86_sq.jpg,Café,Bistro,22,20%,14,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
467,"Sevencups (Empire Damansara)",http://offpeak.my/restaurant/467/sevencups-empire-damansara,http://offpeak.my/assets/restaurant/467/gallery/c4c8b5ac84c41371525ce011c93cbb4c_sq.jpg,Café,Bistro,624,30%,7,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
468,"Home Made Fish Head Noodle (IOI City Mall)",http://offpeak.my/restaurant/468/home-made-fish-head-noodle-ioi-city-mall,http://offpeak.my/assets/restaurant/468/gallery/f2eb08d25e8c378b8b28ec01331e1c63_sq.jpg,Chinese,Selangor,1062,10%,3,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
469,"Home Made Fish Head Noodle (SS15)",http://offpeak.my/restaurant/469/home-made-fish-head-noodle-ss15,http://offpeak.my/assets/restaurant/469/gallery/0a464a1af9601839ecad23182df413fb_sq.jpg,Chinese,Selangor,1781,10%,2,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
470,"Burger Junkyard (Empire Damansara)",http://offpeak.my/restaurant/470/burger-junkyard-empire-damansara,http://offpeak.my/assets/restaurant/470/gallery/d7374bbcc2899718b2eec1f6ded44560_sq.jpg,Burger,Selangor,555,10%,1,63,"2017-04-28 11:52:59","2017-04-28 11:52:59",0
471,"The Picnic Table by Simply Sandwiches (KD)",http://offpeak.my/restaurant/471/the-picnic-table-by-simply-sandwiches-kd,http://offpeak.my/assets/restaurant/471/gallery/9e2e3a5b7f521ab4cb94b764313a304f_sq.jpg,"Healthy eating",Selangor,131,30%,15,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
472,"Pestle & Mortar (Shah Alam)",http://offpeak.my/restaurant/472/pestle-mortar-shah-alam,http://offpeak.my/assets/restaurant/472/gallery/5216b4892cdaed95cb96e5f44cb56da9_sq.jpg,Fusion,Selangor,212,20%,19,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
482,"Kafe Vietnam Express (Berjaya Times Square)",http://offpeak.my/restaurant/482/kafe-vietnam-express-berjaya-times-square,http://offpeak.my/assets/restaurant/482/gallery/de711386d3d0b759a4fd85185d282311_sq.jpg,Vietnamese,"Kuala Lumpur",621,20%,20,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
484,"Bobogo Steamboat (KD)",http://offpeak.my/restaurant/484/bobogo-steamboat-kd,http://offpeak.my/assets/restaurant/484/gallery/11fea5b4c2f2e0c7ebf3bff4478aa6f0_sq.jpg,Steamboat,Selangor,441,20%,6,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
486,"Wanderlust (Solaris Mont Kiara)",http://offpeak.my/restaurant/486/wanderlust-solaris-mont-kiara,http://offpeak.my/assets/restaurant/486/gallery/7373ccc0668ce6d0c2f19a737fa8ba64_sq.jpg,Western,"Kuala Lumpur",446,10%,2,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
487,"BlackBall (Bukit Tinggi,Klang)",http://offpeak.my/restaurant/487/blackball-bukit-tinggiklang,http://offpeak.my/assets/restaurant/487/gallery/7f963cf6f68e60a11a630be5bf3c6c91_sq.JPG,Dessert,Selangor,1249,20%,9,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
488,"BlackBall (Klang Parade)",http://offpeak.my/restaurant/488/blackball-klang-parade,http://offpeak.my/assets/restaurant/488/gallery/8432c99617cbd94163fc538f88f7dff0_sq.JPG,Dessert,Selangor,2361,20%,8,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
491,"BlackBall (Palm Mall, Seremban)",http://offpeak.my/restaurant/491/blackball-palm-mall-seremban,http://offpeak.my/assets/restaurant/491/gallery/8e58a2753c23cfa101039772ee7a567e_sq.JPG,Dessert,"Negeri Sembilan",373,15%,10,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
492,"BlackBall (Lobak,Seremban)",http://offpeak.my/restaurant/492/blackball-lobakseremban,http://offpeak.my/assets/restaurant/492/gallery/eee6f5a52d0314b890d45fce7c13da97_sq.jpg,Dessert,"Negeri Sembilan",522,20%,11,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
493,"BlackBall (Meru,Klang)",http://offpeak.my/restaurant/493/blackball-meruklang,http://offpeak.my/assets/restaurant/493/gallery/82b43cc74d109f8be22175c24f550dfc_sq.jpg,Dessert,Selangor,2250,20%,12,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
494,"Movida (IOI Boulevard)",http://offpeak.my/restaurant/494/movida-ioi-boulevard,http://offpeak.my/assets/restaurant/494/gallery/7c019bbc948bcd190255e85152dbad56_sq.jpg,"Pub & Bar",Selangor,646,50%,7,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
496,"For Goodness Cakes (Sri Hartamas)",http://offpeak.my/restaurant/496/for-goodness-cakes-sri-hartamas,http://offpeak.my/assets/restaurant/496/gallery/cdf16a78f092e80c9ca3a63b478afdd5_sq.jpg,Fusion,"Kuala Lumpur",79,10%,5,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
497,"Juus Juice Bar (Jaya One)",http://offpeak.my/restaurant/497/juus-juice-bar-jaya-one,http://offpeak.my/assets/restaurant/497/gallery/42c7488c2aa9fa1ca2a531142b61d808_sq.jpg,"Juice Bar",Selangor,829,20%,4,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
498,"Portofino Restaurant (Bangsar)",http://offpeak.my/restaurant/498/portofino-restaurant-bangsar,http://offpeak.my/assets/restaurant/498/gallery/5ad0621107ecf38b397348d1aabf8523_sq.jpg,Italian,"Kuala Lumpur",799,15%,3,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
503,"Grind 22 (Bangsar)",http://offpeak.my/restaurant/503/grind-22-bangsar,http://offpeak.my/assets/restaurant/503/gallery/a51bf128e6c58ee2b8091517fd1163fb_sq.jpg,Café,Bistro,694,30%,1,62,"2017-04-28 11:52:58","2017-04-28 11:52:58",0
504,"Little Collins Cakery + Cafe (Mont Kiara)",http://offpeak.my/restaurant/504/little-collins-cakery-cafe-mont-kiara,http://offpeak.my/assets/restaurant/504/gallery/bc061d63521f7fd5022d95fe6a0c6a50_sq.jpg,Bakery,"Kuala Lumpur",1056,30%,19,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
506,"Tossed! (Jaya Shopping Centre)",http://offpeak.my/restaurant/506/tossed-jaya-shopping-centre,http://offpeak.my/assets/restaurant/506/gallery/62838c2082b6631934f8b669f5be25c6_sq.jpg,Fusion,Selangor,2125,15%,15,8,"2017-04-28 11:52:13","2017-04-28 11:52:13",0
512,"Taman Sari Brasserie @ Istana Hotel",http://offpeak.my/restaurant/512/taman-sari-brasserie-at-istana-hotel,http://offpeak.my/assets/restaurant/512/gallery/d8d5192fce69d66af2b3f256b2faa926_sq.jpg,Asian,"Kuala Lumpur",1,25%,18,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
517,"Souka (SS15)",http://offpeak.my/restaurant/517/souka-ss15,http://offpeak.my/assets/restaurant/517/gallery/74e7713b1110c9d7ad20dda61ce16e43_sq.jpg,Bakery,Selangor,1059,20%,17,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
518,"Souka (TTDI)",http://offpeak.my/restaurant/518/souka-ttdi,http://offpeak.my/assets/restaurant/518/gallery/97480ca3a60212995fbf50f0e1a4624d_sq.jpg,Bakery,"Kuala Lumpur",305,20%,16,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
520,"Metal Box Restaurant Cafe (Empire Damansara)",http://offpeak.my/restaurant/520/metal-box-restaurant-cafe-empire-damansara,http://offpeak.my/assets/restaurant/520/gallery/cc3b6ef907153463a892e6bce648413d_sq.jpg,Western,Selangor,611,30%,13,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
521,"Hokkaido Japanese Pastry (KD)",http://offpeak.my/restaurant/521/hokkaido-japanese-pastry-kd,http://offpeak.my/assets/restaurant/521/gallery/9810768fd6335c76a7874b781bf49f5f_sq.jpg,Bakery,Selangor,2454,15%,15,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
522,"Hokkaido Japanese Pastry (Strand Mall)",http://offpeak.my/restaurant/522/hokkaido-japanese-pastry-strand-mall,http://offpeak.my/assets/restaurant/522/gallery/9938cef25f8ef992a7094b4bbd9bc001_sq.jpg,Bakery,Selangor,420,15%,14,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
524,"Jarrod & Rawlins (Bangsar)",http://offpeak.my/restaurant/524/jarrod-rawlins-bangsar,http://offpeak.my/assets/restaurant/524/gallery/89e6b20f757b86ce735a46529baeedbc_sq.JPG,Western,"Kuala Lumpur",350,20%,10,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
525,"Jarrod & Rawlins (Plaza Damansara)",http://offpeak.my/restaurant/525/jarrod-rawlins-plaza-damansara,http://offpeak.my/assets/restaurant/525/gallery/d093a891db17730b79354077eb258f03_sq.jpg,Western,"Kuala Lumpur",145,20%,9,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
529,"Niko Niko Onigiri (Puchong)",http://offpeak.my/restaurant/529/niko-niko-onigiri-puchong,http://offpeak.my/assets/restaurant/529/gallery/b552b0357591da23a19281d223d8397f_sq.jpg,Japanese,Selangor,248,20%,12,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
531,"Cafe Barbera (Bangsar)",http://offpeak.my/restaurant/531/cafe-barbera-bangsar,http://offpeak.my/assets/restaurant/531/gallery/7b31fa4db9ff4593d8acc64c8713f85d_sq.jpg,Fusion,"Kuala Lumpur",516,20%,11,61,"2017-04-28 11:52:57","2017-04-28 11:52:57",0
